ticker,gap_date,entry_date,exit_date,bucket,gap_pct,entry_price,exit_price,exit_reason,contracts_shares,position_dollars,pnl_pct,pnl_dollar,days_held
ALB,2024-09-04,2024-09-05,2024-09-06,1-2%,-1.177,83.13,76.4796,stop,60.1468,5000.0,-8.0,-400.0,1
AMZN,2024-09-04,2024-09-05,2024-09-06,1-2%,-1.004,174.48,176.25,tp_gap_filled,28.6494,4998.75,1.014,50.71,1
AVGO,2024-09-04,2024-09-05,2024-09-06,1-2%,-1.63,150.3,138.276,stop,33.291,5003.64,-8.0,-400.29,1
CMG,2024-09-04,2024-09-05,2024-09-06,1-2%,-1.626,52.65,53.52,tp_gap_filled,95.1155,5007.83,1.652,82.75,1
HOOD,2024-09-04,2024-09-05,2024-09-06,1-2%,-1.859,19.01,19.37,tp_gap_filled,263.6712,5012.39,1.894,94.92,1
HUM,2024-09-04,2024-09-05,2024-09-06,1-2%,-1.177,359.25,363.53,tp_gap_filled,13.9766,5021.09,1.191,59.82,1
LULU,2024-09-04,2024-09-05,2024-09-06,1-2%,-1.488,254.24,258.08,tp_gap_filled,19.752,5021.76,1.51,75.85,1
MCHP,2024-09-04,2024-09-05,2024-09-06,1-2%,-1.322,75.39,76.4,tp_gap_filled,66.6033,5021.23,1.34,67.27,1
META,2024-09-04,2024-09-05,2024-09-06,1-2%,-1.112,506.07,511.76,tp_gap_filled,9.9309,5025.75,1.124,56.51,1
NKE,2024-09-04,2024-09-05,2024-09-06,1-2%,-1.5,80.1,81.32,tp_gap_filled,62.8472,5034.06,1.523,76.67,1
ON,2024-09-04,2024-09-05,2024-09-06,1-2%,-1.23,69.89,70.76,tp_gap_filled,72.0612,5036.36,1.245,62.69,1
PLTR,2024-09-04,2024-09-05,2024-09-06,1-2%,-1.672,30.0,30.51,tp_gap_filled,167.9218,5037.65,1.7,85.64,1
RDDT,2024-09-04,2024-09-05,2024-09-06,1-2%,-1.408,56.72,57.53,tp_gap_filled,88.8399,5039.0,1.428,71.96,1
FLEX,2024-09-04,2024-09-05,2024-09-09,1-2%,-1.248,30.07,30.45,tp_gap_filled,166.5993,5009.64,1.264,63.31,2
APP,2024-09-05,2024-09-06,2024-09-09,1-2%,-1.502,86.56,87.88,tp_gap_filled,57.0859,4941.35,1.525,75.35,1
BKNG,2024-09-05,2024-09-06,2024-09-09,1-2%,-1.182,150.1716,151.9684,tp_gap_filled,32.8669,4935.67,1.196,59.06,1
GEV,2024-09-05,2024-09-06,2024-09-09,1-2%,-1.272,197.09,199.63,tp_gap_filled,24.9262,4912.7,1.289,63.31,1
NVDA,2024-09-05,2024-09-06,2024-09-09,1-2%,-1.149,104.99,106.21,tp_gap_filled,46.6789,4900.82,1.162,56.95,1
MRVL,2024-09-04,2024-09-05,2024-09-10,1-2%,-1.342,69.08,70.02,tp_gap_filled,72.8302,5031.11,1.361,68.46,3
AMD,2024-09-05,2024-09-06,2024-09-10,1-2%,-1.895,138.2,140.87,tp_gap_filled,35.8441,4953.65,1.932,95.7,2
ANET,2024-09-05,2024-09-06,2024-09-10,1-2%,-1.451,80.33,81.5125,tp_gap_filled,61.5803,4946.75,1.472,72.82,2
CDNS,2024-09-05,2024-09-06,2024-09-10,1-2%,-1.908,249.28,254.13,tp_gap_filled,19.7937,4934.17,1.946,96.0,2
AMAT,2024-09-04,2024-09-05,2024-09-11,1-2%,-1.843,179.99,183.37,tp_gap_filled,27.7705,4998.41,1.878,93.86,4
LRCX,2024-09-04,2024-09-05,2024-09-11,1-2%,-1.723,75.253,76.572,tp_gap_filled,66.7167,5020.63,1.753,88.0,4
MPWR,2024-09-05,2024-09-06,2024-09-11,1-2%,-1.741,835.7,850.51,tp_gap_filled,5.8804,4914.25,1.772,87.09,3
MU,2024-09-05,2024-09-06,2024-09-11,1-2%,-1.333,88.1,89.29,tp_gap_filled,55.6822,4905.61,1.351,66.26,3
QCOM,2024-09-05,2024-09-06,2024-09-11,1-2%,-1.361,163.08,165.33,tp_gap_filled,29.9605,4885.96,1.38,67.41,3
APO,2024-09-09,2024-09-10,2024-09-11,1-2%,-1.657,106.21,108.0,tp_gap_filled,46.6904,4958.99,1.685,83.58,1
CRH,2024-09-09,2024-09-10,2024-09-11,1-2%,-1.711,83.87,85.33,tp_gap_filled,59.1418,4960.23,1.741,86.35,1
SPG,2024-09-09,2024-09-10,2024-09-12,1-2%,-1.465,162.09,164.5,tp_gap_filled,30.6334,4965.37,1.487,73.83,2
ADI,2024-09-05,2024-09-11,2024-09-12,1-2%,-1.046,219.48,221.8,tp_gap_filled,22.8622,5017.8,1.057,53.04,1
ALB,2024-09-06,2024-09-11,2024-09-12,1-2%,-1.646,81.24,82.6,tp_gap_filled,61.8439,5024.19,1.674,84.11,1
DECK,2024-09-10,2024-09-11,2024-09-12,1-2%,-1.352,147.0,149.015,tp_gap_filled,34.3477,5049.12,1.371,69.21,1
ON,2024-09-10,2024-09-11,2024-09-12,1-2%,-1.542,68.32,69.39,tp_gap_filled,74.0182,5056.92,1.566,79.2,1
SW,2024-09-04,2024-09-05,2024-09-13,1-2%,-1.357,45.08,45.7,tp_gap_filled,111.9751,5047.84,1.375,69.42,6
CRWD,2024-09-05,2024-09-06,2024-09-13,1-2%,-1.512,63.85,64.83,tp_gap_filled,77.2502,4932.42,1.535,75.71,5
ARE,2024-09-11,2024-09-12,2024-09-13,1-2%,-1.119,118.42,119.76,tp_gap_filled,42.55,5038.77,1.132,57.02,1
CBRE,2024-09-11,2024-09-12,2024-09-13,1-2%,-1.224,115.37,116.8,tp_gap_filled,43.7392,5046.19,1.239,62.55,1
CFG,2024-09-11,2024-09-12,2024-09-13,1-2%,-1.275,39.49,40.0,tp_gap_filled,127.901,5050.81,1.291,65.23,1
CI,2024-09-05,2024-09-12,2024-09-13,1-2%,-1.249,362.06,366.64,tp_gap_filled,13.9541,5052.22,1.265,63.91,1
CIEN,2024-09-05,2024-09-12,2024-09-13,1-2%,-1.675,54.01,54.93,tp_gap_filled,93.5437,5052.29,1.703,86.06,1
CPT,2024-09-11,2024-09-12,2024-09-13,1-2%,-1.275,121.6,123.17,tp_gap_filled,41.5685,5054.72,1.291,65.26,1
CRH,2024-09-11,2024-09-12,2024-09-13,1-2%,-1.145,84.63,85.61,tp_gap_filled,59.7642,5057.84,1.158,58.57,1
CVS,2024-09-11,2024-09-12,2024-09-13,1-2%,-1.036,56.35,56.94,tp_gap_filled,89.8653,5063.91,1.047,53.02,1
DELL,2024-09-04,2024-09-12,2024-09-13,1-2%,-1.598,109.0,110.77,tp_gap_filled,46.5065,5069.21,1.624,82.32,1
DHI,2024-09-11,2024-09-12,2024-09-13,1-2%,-1.216,185.25,187.53,tp_gap_filled,27.4037,5076.54,1.231,62.48,1
INTC,2024-09-04,2024-09-05,2024-09-16,1-2%,-1.692,19.76,20.1,tp_gap_filled,254.312,5025.21,1.721,86.47,7
FERG,2024-09-05,2024-09-06,2024-09-16,1-2%,-1.109,193.45,195.62,tp_gap_filled,25.4522,4923.72,1.122,55.23,6
PEP,2024-09-06,2024-09-09,2024-09-16,1-2%,-1.037,177.44,179.3,tp_gap_filled,27.9482,4959.12,1.048,51.98,5
AEE,2024-09-11,2024-09-12,2024-09-16,1-2%,-1.013,84.05,84.91,tp_gap_filled,59.9693,5040.42,1.023,51.57,2
MPWR,2024-09-12,2024-09-13,2024-09-16,1-2%,-1.032,885.92,895.16,tp_gap_filled,5.7328,5078.79,1.043,52.97,1
TSLA,2024-09-12,2024-09-13,2024-09-16,1-2%,-1.521,224.66,228.13,tp_gap_filled,22.6253,5083.0,1.545,78.51,1
UHS,2024-09-12,2024-09-13,2024-09-16,1-2%,-1.523,226.27,229.77,tp_gap_filled,22.4925,5089.37,1.547,78.72,1
